# Wavelength (Å), Efficiency
3.939999999999999947e+00,8.587548079029361237e-01
3.949999999999999734e+00,8.587860835184968344e-01
3.959999999999999964e+00,8.589104817121898661e-01
3.969999999999999751e+00,8.590330192428674572e-01
3.979999999999999982e+00,8.588605934836986977e-01
3.989999999999999769e+00,8.586601540447630354e-01
4.000000000000000000e+00,8.587189152324847807e-01
4.009999999999999787e+00,8.589352144343647133e-01
4.019999999999999574e+00,8.590477652394189478e-01
4.030000000000000249e+00,8.589369618271242013e-01
4.040000000000000036e+00,8.588261780627794995e-01
4.049999999999999822e+00,8.587451870146070032e-01
4.059999999999999609e+00,8.586642339037107163e-01
4.070000000000000284e+00,8.587284128502656877e-01
4.080000000000000071e+00,8.588653773379936185e-01
4.089999999999999858e+00,8.589315325854509631e-01
4.099999999999999645e+00,8.588474021605040365e-01
4.109999999999999432e+00,8.587631572112723877e-01
4.120000000000000107e+00,8.586983057313808398e-01
4.129999999999999893e+00,8.586340993272358890e-01
4.139999999999999680e+00,8.586153072215958471e-01
4.149999999999999467e+00,8.586284517105826630e-01
4.160000000000000142e+00,8.586832087847465766e-01
4.169999999999999929e+00,8.589091414835309246e-01
4.179999999999999716e+00,8.591328592127014385e-01
4.189999999999999503e+00,8.591379980264761684e-01
4.200000000000000178e+00,8.590872043535430214e-01
4.209999999999999964e+00,8.589598102871558449e-01
4.219999999999999751e+00,8.587099128689262839e-01
4.229999999999999538e+00,8.584612740928189156e-01
4.240000000000000213e+00,8.585923518858963321e-01
4.250000000000000000e+00,8.587402083158969246e-01
4.259999999999999787e+00,8.587407710452944487e-01
4.269999999999999574e+00,8.586019903877135651e-01
4.280000000000000249e+00,8.584799052209598491e-01
4.290000000000000036e+00,8.586388787228755870e-01
4.299999999999999822e+00,8.587962831498926475e-01
4.309999999999999609e+00,8.587653275990760893e-01
4.320000000000000284e+00,8.586017451800072031e-01
4.330000000000000071e+00,8.584767297043199852e-01
4.339999999999999858e+00,8.586937718232847683e-01
4.349999999999999645e+00,8.589088651212546388e-01
4.360000000000000320e+00,8.588635133712394509e-01
4.370000000000000107e+00,8.586466359366042855e-01
4.379999999999999893e+00,8.584510277079137053e-01
4.389999999999999680e+00,8.584686018765680382e-01
4.399999999999999467e+00,8.584854873041604106e-01
4.410000000000000142e+00,8.584451399241879166e-01
4.419999999999999929e+00,8.583600202432856152e-01
4.429999999999999716e+00,8.582775852090083202e-01
4.439999999999999503e+00,8.583560068040898550e-01
4.450000000000000178e+00,8.584334538409579274e-01
4.459999999999999964e+00,8.583900110718700738e-01
4.469999999999999751e+00,8.582054240374268339e-01
4.479999999999999538e+00,8.580215900983835242e-01
4.490000000000000213e+00,8.580237155007536254e-01
4.500000000000000000e+00,8.580489239849853345e-01
4.509999999999999787e+00,8.580820759393464892e-01
4.519999999999999574e+00,8.581345241882557540e-01
4.530000000000000249e+00,8.581861648752002747e-01
4.540000000000000036e+00,8.581120118096123850e-01
4.549999999999999822e+00,8.579839590489171108e-01
4.559999999999999609e+00,8.578648999718607726e-01
4.570000000000000284e+00,8.578433392927756751e-01
4.580000000000000071e+00,8.578214647108641788e-01
4.589999999999999858e+00,8.578083568501534417e-01
4.599999999999999645e+00,8.578060036336714322e-01
4.610000000000000320e+00,8.578032463530136376e-01
4.620000000000000107e+00,8.578729700331971797e-01
4.629999999999999893e+00,8.579597501719545827e-01
4.639999999999999680e+00,8.580237704156788991e-01
4.649999999999999467e+00,8.579528521364447879e-01
4.660000000000000142e+00,8.578820076210496026e-01
4.669999999999999929e+00,8.577750401954091775e-01
4.679999999999999716e+00,8.576262467059665440e-01
4.689999999999999503e+00,8.574780749406581970e-01
4.700000000000000178e+00,8.574445803671683075e-01
4.709999999999999964e+00,8.574452613978510440e-01
4.719999999999999751e+00,8.574474047700831880e-01
4.729999999999999538e+00,8.574792572856045902e-01
4.740000000000000213e+00,8.575105492469324853e-01
4.750000000000000000e+00,8.575262625850696985e-01
4.759999999999999787e+00,8.575116345646783822e-01
4.769999999999999574e+00,8.574966590318195969e-01
4.780000000000000249e+00,8.573726027779854375e-01
4.790000000000000036e+00,8.571749218311311980e-01
4.799999999999999822e+00,8.569781765992433575e-01
4.809999999999999609e+00,8.569401797383424668e-01
4.820000000000000284e+00,8.569324868777128401e-01
4.830000000000000071e+00,8.569219660791584925e-01
4.839999999999999858e+00,8.568755185902028337e-01
4.849999999999999645e+00,8.568290706681065405e-01
4.860000000000000320e+00,8.567461034527326103e-01
4.870000000000000107e+00,8.565687141624185319e-01
4.879999999999999893e+00,8.563920296170230984e-01
4.889999999999999680e+00,8.563301930736280099e-01
4.899999999999999467e+00,8.563947641062097382e-01
4.910000000000000142e+00,8.564586513509249155e-01
4.919999999999999929e+00,8.563698637824979087e-01
4.929999999999999716e+00,8.562009897121413138e-01
4.939999999999999503e+00,8.560328405074173475e-01
4.950000000000000178e+00,8.560798484505330874e-01
4.959999999999999964e+00,8.561742060518597874e-01
4.969999999999999751e+00,8.562677505106579545e-01
4.979999999999999538e+00,8.562529492022761257e-01
4.990000000000000213e+00,8.562338978773686993e-01
5.000000000000000000e+00,8.562069450280616056e-01
5.009999999999999787e+00,8.561065780393068980e-01
5.019999999999999574e+00,8.560065285242290933e-01
5.030000000000000249e+00,8.559451530691680743e-01
5.040000000000000036e+00,8.560289192852634788e-01
5.049999999999999822e+00,8.561119374809301741e-01
5.059999999999999609e+00,8.561622614534951659e-01
5.070000000000000284e+00,8.561397577108188495e-01
5.080000000000000071e+00,8.561171128857785195e-01
5.089999999999999858e+00,8.560460380194231389e-01
5.099999999999999645e+00,8.558987159042713566e-01
5.110000000000000320e+00,8.557520046163759053e-01
5.120000000000000107e+00,8.556891023747972280e-01
5.129999999999999893e+00,8.557275640310774145e-01
5.139999999999999680e+00,8.557655463716887789e-01
5.149999999999999467e+00,8.557321032136043781e-01
5.160000000000000142e+00,8.556270542498525256e-01
5.169999999999999929e+00,8.555223889354885980e-01
5.179999999999999716e+00,8.553707518808677523e-01
5.189999999999999503e+00,8.551773318463715690e-01
5.200000000000000178e+00,8.549847656095161952e-01
5.209999999999999964e+00,8.548873205371256834e-01
5.219999999999999751e+00,8.548704567639718865e-01
5.229999999999999538e+00,8.548534789557210578e-01
5.240000000000000213e+00,8.549027712547961899e-01
5.250000000000000000e+00,8.550091243515949291e-01
5.259999999999999787e+00,8.551146370915782002e-01
5.269999999999999574e+00,8.550738334373336746e-01
5.280000000000000249e+00,8.548952369147393426e-01
5.290000000000000036e+00,8.547174623722907372e-01
5.299999999999999822e+00,8.545869652739959133e-01
5.309999999999999609e+00,8.545085203092283033e-01
5.320000000000000284e+00,8.544302843114728319e-01
5.330000000000000071e+00,8.544203065551632115e-01
5.339999999999999858e+00,8.545052888691886395e-01
5.349999999999999645e+00,8.545896015373589671e-01
5.360000000000000320e+00,8.546194049663365933e-01
5.370000000000000107e+00,8.545454223102865177e-01
5.379999999999999893e+00,8.544716661490231457e-01
5.389999999999999680e+00,8.543917910708203056e-01
5.399999999999999467e+00,8.542931122200897454e-01
