# Wavelength (Å), Efficiency
5.976588628762542044e+00,6.267646030985355443e-01
5.996655518394648610e+00,6.269046072553702276e-01
6.016722408026756064e+00,6.270436424589714841e-01
6.036789297658862630e+00,6.271817192658769580e-01
6.056856187290970084e+00,6.273188480657446719e-01
6.076923076923076650e+00,6.274550390845100578e-01
6.096989966555184104e+00,6.275903023874322972e-01
6.117056856187290670e+00,6.277246478821035813e-01
6.137123745819398124e+00,6.278580853213890922e-01
6.157190635451505578e+00,6.279906243063007043e-01
6.177257525083612144e+00,6.281222742888279420e-01
6.197324414715719598e+00,6.282530445746880021e-01
6.217391304347826164e+00,6.283829443287735073e-01
6.237458193979933618e+00,6.285119832208392321e-01
6.257525083612040184e+00,6.286401722294476802e-01
6.277591973244147638e+00,6.287675223518656153e-01
6.297658862876254204e+00,6.288940444023025655e-01
6.317725752508361658e+00,6.290197490154603166e-01
6.337792642140468224e+00,6.291446466500201229e-01
6.357859531772575679e+00,6.292687475920407669e-01
6.377926421404682245e+00,6.293920619582930032e-01
6.397993311036789699e+00,6.295145996995138438e-01
6.418060200668896265e+00,6.296363706035953411e-01
6.438127090301003719e+00,6.297573842987077564e-01
6.458193979933110285e+00,6.298776502563491198e-01
6.478260869565217739e+00,6.299971777943307316e-01
6.498327759197324305e+00,6.301159760797024889e-01
6.518394648829431759e+00,6.302340541316155953e-01
6.538461538461538325e+00,6.303514208241184358e-01
6.558528428093645779e+00,6.304680848888959410e-01
6.578595317725752345e+00,6.305840549179586585e-01
6.598662207357859799e+00,6.306993393662606584e-01
6.618729096989966365e+00,6.308139465542745850e-01
6.638795986622073819e+00,6.309278846705038690e-01
6.658862876254180385e+00,6.310411617739490886e-01
6.678929765886287839e+00,6.311537857965163756e-01
6.698996655518394405e+00,6.312657645453793043e-01
6.719063545150501859e+00,6.313771057052877111e-01
6.739130434782608425e+00,6.314878168408396553e-01
6.759197324414715879e+00,6.315979053986805480e-01
6.779264214046822445e+00,6.317073787096911808e-01
6.799331103678929900e+00,6.318162439911020334e-01
6.819397993311037354e+00,6.319245083485781622e-01
6.839464882943143920e+00,6.320321787782525735e-01
6.859531772575251374e+00,6.321392621687274005e-01
6.879598662207357940e+00,6.322457653030273406e-01
6.899665551839465394e+00,6.323516948605116816e-01
6.919732441471571960e+00,6.324570574187564631e-01
6.939799331103679414e+00,6.325618594553814589e-01
6.959866220735785980e+00,6.326661073498603960e-01
6.979933110367893434e+00,6.327698073852751071e-01
7.000000000000000000e+00,6.328729657500519190e-01
